Id,SalePrice
2658,134025.04378013703
2718,167398.19377906187
2414,207106.53955048468
1989,133268.12310221393
625,175948.91645000575
333,83140.1097683926
1327,98194.62411891247
858,150349.80893157312
95,177883.16041176743
1568,170867.81098153605
2482,168590.398881007
1364,135000.0410175843
2584,176334.20019184766
818,243980.20535480764
2673,171873.98039913806
2089,116623.13277603043
1297,161615.90526682936
790,128456.05968622252
2616,192692.59384737912
720,252130.771660672
222,140455.72296496632
557,125085.92088839308
1148,211300.8739287907
2766,161160.81064635282
534,188826.7870398072
1452,115523.77117770528
630,136759.5165939997
2648,146766.42911191814
125,155992.48964406227
1904,74949.28708386752
1670,105222.32624122717
756,103798.07916375212
717,281025.9196694478
1032,160511.9362680897
852,225951.22854125712
1731,179804.98049918536
2639,108481.13106006701
2071,108843.98569895368
1267,113479.0875055748
1851,199353.23552643126
567,147937.95372507354
2439,221993.59104919757
1898,153603.87748564576
647,163798.71915877538
2256,208106.53729635282
979,80697.93686341368
1444,217374.79943312943
2485,108588.97045921031
157,116273.9587573527
88,123992.41852139642
2003,118347.90937449026
186,211884.3103902098
1425,258616.37971646324
2695,125514.4692486012
738,117510.17449290819
395,155532.14796291786
1353,168438.27253528667
1878,143605.45123511646
390,175459.90771476246
1456,228230.94015252125
1103,313733.5378318132
1387,142518.29063420757
2070,136679.93135736606
1199,178499.58008263077
2479,166461.51834611825
501,324363.8663884449
2362,97681.28188183208
1718,181348.96106160953
2188,58567.83840078325
1483,156976.9683862269
2557,102673.09568957954
437,379513.008197943
2224,183830.59378296047
1628,179237.6637332607
397,124172.31268209408
587,196716.59277720557
971,156591.340057602
2611,142633.4308137829
1887,100478.63660375614
2399,371663.02587302786
2148,218322.3552448527
304,120101.4798758729
1997,117166.18308516662
2817,122579.33673393905
1431,177775.52744649304
427,381692.33513483487
263,123913.0688270417
598,173046.16898956583
2895,246823.88266991326
687,152204.9139383425
1822,132242.2861012458
2191,117803.09502700157
179,113652.63334511705
1009,208995.8671269487
2010,110537.57709989791
1991,147622.7818690159
1411,172792.94455561973
1721,232144.97092570597
1144,174875.62532650083
593,197125.44795892644
575,298205.400439281
1249,187774.22106629022
1604,116899.29814116369
1064,503126.3876394385
1923,165562.15252437
1988,85607.75289110784
2325,165094.09244259022
114,197814.6655874348
2700,188278.46550182562
217,129162.22469073057
343,174984.4963788095
386,236043.44671607311
2005,99442.55223526905
2908,124986.92137909919
1814,236355.17805107447
2446,608155.6125531688
208,141419.33985952078
1679,122769.47325487257
822,328454.5869686713
6,183466.2022421493
1781,379477.146396806
2397,290983.20902595937
2340,326556.7710431516
1618,161094.1922868548
2843,126853.38671378732
1061,355491.0554740046
2786,119307.06614478664
1935,134517.75719906983
1341,110585.53453865592
521,292603.99113982357
2136,138589.9115920552
996,173081.99778139166
227,149471.97457041897
135,155492.2823268971
1167,138097.9344092128
294,231525.8770012255
1776,200633.57612041998
540,188886.70231752624
1717,181341.95575919218
2303,119562.0235767082
116,181792.3350116989
127,139719.04657820676
1371,134999.91856586706
1014,180339.39051203345
1507,96248.61507860661
702,158504.0148498721
750,154672.90151925743
261,143305.54962414037
1559,88907.43251867662
577,236126.07486214512
2812,201155.8537422671
2080,170768.33833362587
1368,106317.62144084429
2376,123568.39068444983
659,121922.74452745769
1235,124891.67176502832
332,72391.70421667423
1917,138909.44092560277
2094,250922.29996052812
1460,254402.49901245706
1471,200278.71733848602
1509,129991.23689066523
1922,127314.59295501959
433,533958.4521764423
460,259593.2721033712
1116,244939.50704055335
1137,170151.63017706675
53,162780.83626969514
2354,239537.2997155433
1475,205764.39500040666
1761,618487.9266557966
842,129719.72542332392
2739,171073.47379058882
2509,149312.30279939438
1007,212075.41356626232
2610,187854.1462154416
1952,113382.88272207558
2719,165802.6969678222
2921,83149.64539712894
1966,133315.63070181507
292,141844.0520596847
1204,195928.46090537752
1829,267474.7189757008
2419,180186.14377088507
391,165683.94720518473
798,131446.1318611358
481,191834.6117249332
193,204350.23495991156
555,131681.49662675528
899,92163.67576291424
2357,180372.30135025358
328,107150.5929607237
1356,118949.0535182057
1154,113957.51357255182
1730,181201.33256564723
2249,140830.26382998473
1119,243967.72660881016
2856,149803.04735301447
1394,140890.12238095351
2587,120584.95040400497
61,332641.5808890541
2661,176136.01245222945
2711,131632.71010779653
1147,179469.9913236135
757,125155.98428250491
2623,101980.79512124436
2378,140651.19988352022
1413,138874.07746090842
1722,216725.7778968895
1112,217443.7601687574
1623,171117.80688430782
1201,197067.09894980982
1513,122712.03684856155
957,-3572688.423350302
1171,273896.50405849307
1145,190920.90273113534
2726,237180.44903643648
703,125889.68255422523
760,83457.82402283303
1964,134323.39233360073
2512,175533.7242443943
159,140775.8354076749
1281,168246.4058745962
468,184291.05553083008
290,138853.2652711016
665,133995.07646044088
1463,263905.9035880404
1792,216694.38413210542
923,140089.48015538958
500,320832.46740792005
1408,153038.3529442
331,65222.48412517323
170,122576.36285186518
2192,107204.12725068684
2571,342232.6351961503
2314,166716.77802411772
2647,102705.55060956388
422,464372.75832707575
2457,349890.4638115603
1838,205396.1847047702
2805,256549.78404434954
1645,159616.57733574824
1711,328315.68295146525
2825,248777.01190805677
322,369086.3593165437
2103,264462.9937781568
342,133228.40506188083
600,117307.39159474509
488,174419.60610829285
1725,328817.6897027005
2246,256856.60853801193
2847,161330.00499411498
806,246309.8647536928
530,228840.047880511
963,194553.20810724536
2678,82101.24044330805
171,85459.85057235764
2401,476021.03576468246
805,225999.81489269677
2259,221831.75668981837
1748,175606.4470542971
1361,136995.09949379414
1677,114664.54224605185
1406,157624.04165039922
2322,246069.2903747917
688,166245.39900633754
143,137015.2479052555
804,203594.38244944555
1214,159518.20086182086
2828,118959.45165701627
1999,183076.1197321605
2467,188016.10035904212
2665,168381.70893886662
1538,334776.90164670546
398,110263.09820127397
2822,136365.60276115924
2157,150308.5020185847
1856,177926.39980603498
1269,110437.78329866132
2570,126973.10305717148
2320,236596.93443054007
1517,127063.81169067175
2304,115280.82306477512
1312,103227.61355802164
2012,137457.88513277256
506,259469.68860152212
2865,208269.56361788904
2367,107675.74976923462
554,126642.59882572468
238,131465.72685283882
1954,119217.33811840962
2488,131678.81740743326
2291,83140.1097683926
1969,98398.93316304794
2725,160535.85986159736
1482,156976.9683862269
2763,191283.67619092102
503,242859.21617384467
1584,236239.8793060105
1531,165982.0400773342
2210,178770.1542105733
459,330133.41456463165
556,128111.10517570654
1347,137918.71584835034
1290,93974.53710324437
1388,114629.63200524775
1571,-2020461.3084795775
2754,199432.71157311054
765,132888.40133136153
2494,129566.99984751822
2870,177335.17885850853
7,187027.68478701674
1114,246212.41446798734
2418,279177.3030282575
291,107122.79118489807
18,364743.5472677833
39,379208.4486659034
1001,269145.00602887257
2442,234876.61916171623
616,127908.42261489849
2680,68250.40503857209
1414,131307.47597235994
289,155484.35357413668
40,271895.90954100643
860,124188.24497043267
409,130345.69852431967
673,132305.51287554577
2427,161797.76113100513
2036,191465.12400148137
2564,148222.48567165708
642,163707.80383166287
1008,188973.3430302105
1908,165694.18436691762
2519,192078.79785340666
1369,110984.92109122947
2855,166151.43715370487
712,116827.56075242511
1943,119378.10419048654
1958,147190.43370210007
107,147606.456153024
2295,155429.79693669328
704,110072.53709689726
676,148582.74276766833
259,176253.5023835678
93,282910.6298432849
106,230481.89679508584
2315,173238.18694642722
1050,119402.55828172776
1095,208892.39593375602
2709,142197.32002014917
758,140996.13014393538
1496,149769.47997293482
2370,113794.34434454418
2458,251157.72980838697
2733,131813.58298899457
161,266281.0175788746
726,170573.98469905395
845,202894.81929446745
947,256734.47816432666
2232,102106.0622285005
2563,154580.5133030536
2299,105257.02407583196
211,113729.57863049358
605,164586.29172280536
1478,205112.72981997012
2247,254054.18862020798
2274,139920.46293958864
2869,181183.36926920054
967,207408.0447003115
2656,80524.34591715709
667,214639.20073612337
1042,107909.3560978576
2023,181016.64962351948
2447,424494.2896034833
2055,124821.30186655428
2275,285120.72669267573
2204,179541.09700131195
1563,244521.33891885413
483,197510.26179053742
796,125034.40343903193
1526,162671.19756925048
2042,144883.28468560812
442,372763.68718196254
1693,339616.6183715308
1468,214686.17139122233
1430,181241.80957091955
2605,182627.11801807504
1529,184674.6120739095
335,123626.45371123438
1287,126710.3323238412
31,107232.82343303753
1785,279336.8343318517
82,158612.89863713513
2620,136219.4253178573
252,194597.822572979
721,76025.92160203053
2165,191748.93914080493
2316,166663.06011825823
775,122731.31990411856
1558,71329.65190713502
17,188691.39267569355
1022,254496.10308658585
925,133272.73833789298
438,302361.3856861411
1270,137738.5839441247
1272,124237.10503353839
215,139171.26674928633
266,215032.12433773789
2402,250048.04035665473
1250,126925.59411599798
1984,120161.28428919162
1279,139689.87775680705
377,257986.8261562274
1252,130391.71930831415
2156,254991.49890903351
499,364890.50795969483
1374,140939.04174499924
2898,212664.86432470506
401,113482.1131257121
2721,170144.68990911625
2078,235982.10586426218
2589,131167.34925696012
1946,224388.89367668584
1334,115351.01281644669
2781,244159.36273175132
431,416340.28399515
576,197933.68715256263
1474,193369.16571293617
2254,129663.99693420238
2155,282454.701367
885,109134.6224357068
643,134214.86561634258
1944,137308.5872931563
480,202755.0560779402
2845,122523.48165311727
2387,327943.45412900543
2407,210946.31590496164
2527,162816.91430395312
2514,149342.89593111095
629,182349.50754496065
80,200741.3036463612
1876,140653.7081145329
1546,114645.72943775952
2518,177059.9924560602
2347,155744.35394534288
783,174633.46337038657
1322,57508.11080142582
194,91693.04349546363
1770,316135.41225386714
2143,143977.97974382824
1229,209062.16013536268
511,268844.7128671026
46,207868.8490312659
1348,175920.07756828214
2465,186721.33189704226
387,232878.36567445885
873,213497.33414792136
1918,111920.36273569304
2764,231691.25381925327
2184,109907.56612249216
934,124198.7097195771
1920,125780.00297637795
2631,149316.92028550414
1768,692873.8899951936
2040,106357.94742869082
1749,223368.55452511352
834,247315.91400661727
1457,244638.978499613
79,115132.51730532345
2302,115283.26309035043
1817,136311.0128169738
2755,230629.18190218837
359,168914.1132839984
2059,118337.80029515715
2092,246645.709064807
2516,247244.09102340802
150,118568.02204904798
1656,150816.33435966267
83,112018.94753268824
2411,194705.30492175894
795,98070.60329986224
2312,235418.0652998632
2917,72018.1851677833
1624,176784.18312056974
2215,274654.5933234326
1211,150115.35255137336
1485,157480.30396642457
1024,174108.26911256032
570,183512.13102771973
2874,136619.73297976752
700,139669.77948562687
2756,207645.63158176583
2022,157827.37567207115
583,212043.09706518054
2392,375286.16653772455
2424,204950.8485045198
212,125041.66338495462
736,123167.84333461936
1610,167839.8042889607
890,116540.2690899542
467,184866.59489484847
578,222852.71218932216
1747,185259.40223637808
1149,169141.45468921328
2758,235843.64615173862
857,115843.66235391141
2219,278646.96929954604
733,132305.81309838133
2909,96026.55562624606
1798,257672.8972756686
235,104487.06162078382
2366,134679.79363169294
1027,136337.2057386508
1195,126427.60038991799
1303,49645.600810709235
148,176951.9066301222
608,156450.1354029362
2515,182360.84426696657
821,285709.55843613786
2500,314986.7696658599
745,108878.47974389943
741,128243.20957142992
1611,-18468.87138632624
2532,124670.54535183328
1081,209633.86995482686
1692,445092.5826552607
2520,172302.25029911892
276,117210.95781090025
1992,129880.12198088385
663,64871.68954231876
418,104141.51119252642
1733,192201.6050713676
2359,150369.74875467186
253,182959.7264421636
1518,171774.59039120478
2035,145783.3400281075
2919,71483.59928515219
1540,223468.3807247159
2120,136882.9363335127
1674,187549.70900161192
256,144237.99985083527
2361,107494.51045677322
978,76607.7779591021
2280,134674.89334604447
2095,222217.55696811198
1709,326103.51782943297
2801,223885.84973380333
1246,125122.56458802453
2373,104243.40820977243
1055,275927.2416284543
2017,131995.15897512983
1099,313652.0717360063
1344,84910.15228813511
835,157682.17045791505
1117,229219.89547946997
2043,88537.76236721885
2085,115032.88545124792
410,142285.87650326543
2650,120747.7173788413
2867,179739.78782899148
1668,123371.18336465575
1161,157216.33431908544
2122,175892.7953002996
2539,130025.55527781302
1047,133734.1801838447
1445,122101.78226369564
541,131844.18763985246
569,218808.80237210356
1276,140492.9584932404
918,134804.46142246862
326,159024.97785416633
1936,128916.82363101377
895,104641.49605993245
257,131234.74794704307
1241,185281.46212147796
1545,116812.71049798561
1189,178768.92804349755
270,150249.7811972096
2066,199352.70986840365
693,121370.95247666922
1259,155286.4966999095
2916,146417.77367208886
2321,278610.87510395003
1977,110704.3735390269
1895,158918.12375476037
1240,166266.3038580765
85,154594.64727333543
1823,105394.93723944602
825,280506.12687142554
110,227379.54965494006
697,131720.5028437861
2297,100766.32188353133
1231,136169.68666469835
1355,136759.02349009196
968,351683.86658344953
584,215917.03528963335
1315,119608.02222950902
1606,119672.66677615445
206,102424.99985658139
1685,370187.09139383864
2016,127533.01995430142
869,208997.5797510855
2135,129934.96226242115
2346,178836.80869099672
2430,208899.4610578296
2198,116902.30208671562
2652,117364.19845446924
27,112397.6753470904
241,172513.4618972782
906,122738.57472572371
1506,118875.08591924525
2098,314002.8042089441
1435,202714.3261674205
2213,129104.10538598722
1274,144770.87952177672
743,44443.69337847731
1737,195972.76817770963
2797,269731.1567063172
2185,92589.81294993754
58,148032.5507408132
830,183571.59424855877
808,123403.30095306579
680,149086.5763087949
1153,118856.37210138941
1291,150302.43612698157
1818,144327.53696756484
2161,176532.36247166677
1883,134264.79862820904
350,321143.0747052389
2473,144188.7249755226
295,177085.76357950192
293,203035.44758134385
859,130392.53679456885
288,91428.66526105601
1578,142163.398581559
102,197616.10802731698
2831,168018.4833707469
1030,178460.62946310465
2551,136245.5857685009
1286,147251.77853556216
958,308969.90958548407
776,124947.72578918806
72,209984.60440604118
2263,259248.83465481148
1866,143562.47908052147
2876,84628.27770443202
2146,259363.119412364
103,159680.07066103874
1500,118859.19121875823
492,182352.20893457392
167,136584.184542416
2597,117450.85715197767
2685,119404.2781871722
1035,146388.50294019992
1220,78703.45774106398
2602,155744.11774754515
2159,210654.44491876828
695,162095.8147231489
1109,267476.2838949512
640,178741.76870109845
1652,153580.72886654304
2090,207788.01443181557
1188,196332.0774248346
2345,235743.97140056003
1059,418626.2662001767
2751,227397.50847847792
128,197294.45808641627
1523,180731.84700725353
2925,153311.8603499686
2145,276180.14970854425
1121,218379.73042160054
566,264471.68216314807
565,223181.3446702438
1331,150933.76706747068
2928,113826.85181451557
156,136848.97720305773
797,152585.16576307916
327,83339.68502577183
2859,169804.58149695297
1453,111678.117073985
1762,354058.8625310237
1868,206542.30107043547
1760,171618.47744651628
1113,261963.43717039528
1812,188659.15993697438
117,157392.23236640892
1142,198030.72259513495
2342,551651.010773603
927,137986.6210638661
2478,164812.0413455493
655,87453.51843928281
2064,127552.14953621525
369,461110.02629525133
2239,133622.92711244174
2732,197208.06096928552
1653,171778.55487190676
959,197201.80078541985
2395,345338.687516407
1412,108470.92619156561
271,255530.93532909374
1484,158231.1944948228
1497,132365.00114756468
552,145377.0268222117
2,111955.73959959077
1855,278303.1113166553
4,316154.03622241144
2292,159550.16959780868
134,139860.15164010838
646,118089.1856592284
42,322223.7335760164
532,216356.66469406956
713,87387.28744416166
2561,131047.59973548616
2360,133259.9835793181
1333,113196.02908187165
1407,156753.67798011663
2892,289935.61102745635
574,213873.3633722496
1227,176312.4438867052
2591,253784.12968651103
1476,201604.07013242625
1125,275429.8675633752
1446,121814.40759458949
408,107394.06415400364
1101,294312.8764077849
2251,181927.24557275538
373,191243.62245566706
2554,132765.78746329414
2382,304092.253053445
1985,92318.62879486785
519,216639.67468373882
1093,179447.34494969272
864,260921.49728477703
2889,145271.0392630609
2308,180131.79590559378
986,143819.2666326376
1302,146865.48808784602
585,163696.94893037414
2708,135414.61488677067
147,134437.4349438222
1441,230452.9456766446
383,173937.0906358173
285,149369.034330054
181,118209.72539742524
358,174464.89103852882
780,167692.79023493885
258,180649.40526252007
1865,200809.85455564377
692,114905.7743397533
2902,305832.9587385666
508,255374.31690304636
2638,140315.22415143115
36,141026.69149250243
611,174010.02598387125
2281,104232.79239116568
1678,130322.22056725566
1696,494353.8527350096
1557,86164.86991860815
2180,134070.181544313
1726,210259.1847113207
951,137125.72871575714
267,230072.71056231868
2706,134995.37809817615
2221,219966.6574857397
1357,153825.5626987242
2901,301704.9539156577
347,158581.51995966822
2164,183767.016048261
1586,302243.95593292406
360,170156.34952953964
1769,202840.4048704297
2617,153421.58910155308
1879,154499.98086980951
991,207072.82742658744
1535,133316.81790650508
1191,156102.79884165525
1579,204638.8872535371
1882,136950.4288123028
1510,121042.43084312594
2196,167757.96780469967
1845,177012.87162629646
2336,476398.8255767949
942,106836.21824552465
861,111118.11330724972
2555,107619.71062538722
1392,155624.85938383007
2099,261308.74236927342
1543,112210.187868015
948,256970.4220828717
1239,156305.87144462607
22,180022.03713901876
2796,226732.52491343528
2747,193940.23782429626
92,316072.41254141333
210,169845.7428254271
1858,191051.20923191353
2228,135027.04393211612
447,217585.39822092178
827,229337.7894257807
1649,210335.02938049837
682,131863.1795416116
2698,120981.50944894293
494,148382.34369197095
214,98570.2514294689
2441,238673.65920130754
2679,105740.65993951217
1336,124831.63864468105
465,194067.4848515575
1524,141430.90913473355
2543,125984.57715593971
631,130255.58433221467
2452,316929.79963862
