Id,SalePrice
2658,140105.86517270457
2718,172781.68885757966
2414,210834.24718770964
1989,119242.49635041534
625,179995.48296496016
333,73039.423310477
1327,86722.43084303693
858,132846.8323499394
95,183381.7809155809
1568,161781.7253088195
2482,165616.95220260485
1364,113344.62723543576
2584,155578.81763100106
818,270948.76445635565
2673,149037.27389836646
2089,113999.37271211842
1297,165272.63029008542
790,117005.3138682655
2616,193354.42921207193
720,229229.01411774266
222,148716.27764206816
557,129288.44644538616
1148,212930.0850168676
2766,173184.69146381758
534,185608.9433616705
1452,100382.60868315102
630,138011.5975350719
2648,143665.96894136607
125,156788.2841593282
1904,28895.29409905782
1670,94340.61271545647
756,97831.91037712494
717,256298.73588940524
1032,165834.6232972337
852,216862.32972746555
1731,171508.31910333046
2639,106194.66272732531
2071,57130.01935403595
1267,120276.21448953866
1851,193765.6675101763
567,154255.5055351345
2439,207481.25378058146
1898,144136.01756795618
647,183553.62809678767
2256,221689.94404662258
979,75324.24690211726
1444,226518.823066059
2485,116184.78188783227
157,112186.13688069029
88,119634.5837137464
2003,113870.6338081422
186,215535.54235231524
1425,236841.2178584412
2695,127666.83895575962
738,109652.31497540574
395,149780.76347636856
1353,169191.32756873823
1878,152626.2541927634
390,160180.2337371225
1456,239143.17728823767
1103,333657.34688005294
1387,149973.43917081854
2070,156559.2728468113
1199,170210.10239500387
2479,182470.75226407594
501,335552.77346928214
2362,84204.49103750281
1718,227455.31061408902
2188,78690.62689950997
1483,161620.21205127402
2557,70992.50747104062
437,362806.2022566176
2224,231381.56729438034
1628,184205.56172410765
397,130809.18368842604
587,202476.02252019328
971,148119.55669956404
2611,149052.80064089136
1887,72451.59401396436
2399,381590.6154147419
2148,206069.2022500319
304,137475.35553595118
1997,130693.53044274956
2817,132116.1894802985
1431,209277.00360877585
427,355605.044244832
263,106335.05119684328
598,194404.4054325633
2895,252083.0711360499
687,138188.4357899631
1822,125100.25787334022
2191,101480.515073463
179,106577.02042133917
1009,260339.94421260987
2010,112828.35613325844
1991,149121.48761356174
1411,180593.54407939856
1721,238881.49202580305
1144,196206.96015466342
593,217623.37396072352
575,313700.95576013665
1249,179289.45526874982
1604,106298.46573467087
1064,460154.2526298211
1923,161147.97952700293
1988,91731.17365806755
2325,171060.10425757055
114,209232.98280303902
2700,184448.37993705523
217,137709.80608722096
343,189623.4436297549
386,221500.3149909184
2005,105045.82658926885
2908,131292.54022069037
1814,247816.1585480941
2446,490618.89318360557
208,160326.90267021308
1679,102277.58819894069
822,318375.7941831106
6,186005.12571600016
1781,376641.60791148775
2397,303054.7403351927
2340,333604.23930918943
1618,153412.40358253114
2843,154170.90787589096
1061,366136.83562643325
2786,115426.01871662882
1935,125813.42444970904
1341,108345.7948912158
521,259972.2513626189
2136,126628.8615671474
996,175905.44424577884
227,148186.93436698715
135,171742.4991654044
1167,145068.93317801144
294,236689.04340140437
1776,196435.64047784594
540,186991.7202342607
1717,224376.08401313535
2303,117203.93114388608
116,183093.1250712741
127,152083.31388638454
1371,133749.1429750411
1014,197810.26413581858
1507,79108.91348203609
702,154103.45393577413
750,153665.22855785282
261,147615.30782401658
1559,70534.16165127442
577,228947.66041803485
2812,204704.90159278765
2080,171191.32755815788
1368,107344.57161005956
2376,114415.14863193598
659,122931.70808337374
1235,127937.49738897517
332,66844.99042778338
1917,140423.50569202635
2094,270491.1384241248
1460,260593.2345458753
1471,210824.19069042246
1509,118572.35468502512
1922,128358.88254867838
433,453334.445465449
460,297546.5192444379
1116,227647.0812431373
1137,174014.14873425142
53,164028.57845976343
2354,252189.44993087725
1475,195138.8238550959
1761,487222.61162051815
842,125765.14060184936
2739,209219.84939187206
2509,155909.2684704455
1007,207616.3800219872
2610,176020.7066352993
1952,95591.63735576432
2719,173539.13967981233
2921,71571.61014384005
1966,136282.4584090482
292,138792.93772841085
1204,196190.08867906613
1829,256942.70415083226
2419,184900.37992978288
391,155375.21620074543
798,114956.74275184624
481,203868.90703380908
193,194713.71799752425
555,129888.36292034389
899,48330.514887871075
2357,177205.15466074462
328,118010.23610354995
1356,110441.23755552381
1154,100008.48785558391
1730,179604.12944213828
2249,143931.0355781431
1119,266334.65133728564
2856,142557.8083924721
1394,132174.90700495394
2587,117303.79912499516
61,321261.17195817304
2661,182322.57479890826
2711,121769.09585185055
1147,198884.10039819835
757,133564.53357407724
2623,69089.6748933186
2378,131644.3765893581
1413,144112.84743213942
1722,229838.3105637897
1112,220198.580942537
1623,181988.84445482137
1201,206791.2691996507
1513,108223.08915415876
957,630021.2150351005
1171,256613.77171253724
1145,204967.02435559154
2726,247455.9996784592
703,144989.7565068877
760,119263.67521067202
1964,132507.81759454848
2512,189413.7776404492
159,147577.74364053723
1281,171763.51582862507
468,192425.75455387568
290,119456.32531166202
665,107524.88436927853
1463,250552.4980494967
1792,214909.83069843295
923,171249.86179233246
500,292179.3496670749
1408,167657.94739733543
331,70523.26822558219
170,141293.21305388826
2192,91161.19423157795
2571,353826.2329346874
2314,169615.36312916345
2647,88213.15967606135
422,419307.2286770957
2457,342465.89741688786
1838,186543.94659179184
2805,247728.38295067468
1645,157995.6893298105
1711,312767.7037594768
2825,247486.28065595202
322,324281.0392894114
2103,245305.49897642643
342,126103.33305851213
600,108301.78702687973
488,166557.37541185503
1725,324611.9717165322
2246,277200.3250116235
2847,149551.1512637341
806,241713.09963688816
530,227562.62660891825
963,201137.58004967403
2678,101237.43664133427
171,88824.2416668703
2401,421819.14255139156
805,231325.3616058538
2259,254000.72520888114
1748,191015.23520081546
1361,141660.20245173568
1677,111118.23079762117
1406,162118.27507375708
2322,266480.62383055955
688,154065.97764120597
143,139168.3393023015
804,223001.49583981937
1214,166963.0365010557
2828,122575.17880811053
1999,210019.142380988
2467,185018.43268901028
2665,171533.45447092492
1538,307642.30780574493
398,103931.0742113612
2822,166204.16528671773
2157,152314.51736729304
1856,200385.75795157038
1269,87738.46059272479
2570,118336.23056473696
2320,244371.28912054977
1517,128595.8557656032
2304,104272.76010813337
1312,97646.2565217041
2012,128018.7552955815
506,280689.38028805854
2865,204224.5402044251
2367,104078.0733344414
554,96621.32209765955
238,133593.6649973865
1954,100697.17061301199
2488,124117.23241280793
2291,72139.54507234642
1969,75004.09667071771
2725,171883.80257085303
1482,161620.21205127402
2763,209653.65941379286
503,277669.76328522695
1584,254134.52197531884
1531,169561.43550142873
2210,191418.62954350037
459,339917.6205020506
556,117610.77848925942
1347,146210.62309769483
1290,64980.100268556445
1388,99068.36019866423
1571,496895.5489811825
2754,189494.37579423795
765,139372.255398049
2494,122180.5505228369
2870,215284.5093226365
7,246677.60341939604
1114,248093.89743838177
2418,261280.356319715
291,127139.36310423355
18,362814.3100146892
39,371256.3551621522
1001,274008.75411210186
2442,231332.35192602442
616,130313.04469156591
2680,52136.93744245671
1414,129870.43081301356
289,145480.6272586693
40,265510.2684484065
860,120507.01606835454
409,131681.4229718478
673,146283.3407082939
2427,161431.29254421056
2036,203313.09532153409
2564,138769.4190711663
642,183272.23370344043
1008,188428.5009838299
1908,167736.24209077953
2519,198195.18636262152
1369,84965.21108066534
2855,154005.8925135038
712,93367.6862980877
1943,129530.01449224172
1958,140887.83835922886
107,167952.77018595824
2295,236994.32325051224
704,108162.31662505372
676,143367.8988402802
259,179636.59015386392
93,303643.2783845781
106,236485.77071349852
2315,165578.8428188875
1050,100071.1262768497
1095,217271.2726669023
2709,152661.39393995458
758,158694.49599954567
1496,137940.25750190837
2370,111611.90091039523
2458,277997.09668505
2733,141497.9549336998
161,268657.4750707069
726,157154.27744881256
845,209421.87823732293
947,252476.6889206425
2232,103004.64423675457
2563,137412.0923493113
2299,183870.93058546763
211,97096.36771477787
605,170484.0711244152
1478,202490.1781279126
2247,278191.8273361187
2274,248545.62004096145
2869,220046.9966760876
967,211351.41644542816
2656,92772.69374580869
667,211822.846374445
1042,114453.99522934703
2023,166301.67553829958
2447,373668.5224206006
2055,125663.30406182623
2275,274661.69876378967
2204,170645.3206360759
1563,271614.8597266244
483,240753.7476607438
796,149368.1644090596
1526,161909.96983703307
2042,154705.61972186706
442,363706.52084962494
1693,324942.00878357165
1468,226545.547563556
1430,189714.8229423052
2605,188452.6846331933
1529,188692.08173576684
335,161143.87916099108
1287,115565.40216626313
31,95335.97397576958
1785,300098.9349109923
82,152892.5095798423
2620,150106.7451046071
252,177580.59980188866
721,71671.81961835556
2165,177907.83833271658
2316,185402.14417977462
775,124057.87750919163
1558,106792.90031404674
17,216071.74398739776
1022,270672.01879986335
925,119198.65508633776
438,287500.79197935766
1270,143617.29045166538
1272,116876.10886330435
215,153372.52077834948
266,227346.8255519601
2402,297759.07857727015
1250,126717.70266241039
1984,108666.69000516213
1279,130246.80198135346
377,243958.8438952293
1252,121414.88366410203
2156,270083.8951011714
499,337699.08092388324
1374,144310.3459446982
2898,236774.957192902
401,111324.37257309479
2721,181247.92720481436
2078,248472.08022373397
2589,138156.58836423405
1946,265185.54527738673
1334,113728.0866503609
2781,239959.63675440973
431,391735.21355350275
576,200635.8502245096
1474,215609.1918207661
2254,137606.5315115784
2155,280439.53824698983
885,99494.08958495338
643,130756.72452299201
1944,116777.04416012325
480,201033.74047088894
2845,109434.02231998133
2387,320425.199427143
2407,220563.70893168834
2527,177664.78679265172
2514,156583.54072388847
629,177253.8834015896
80,216134.0692619937
1876,139192.91508865135
1546,97459.22760579178
2518,181290.3073490819
2347,159896.63970875903
783,223463.2349141838
1322,55219.92030356228
194,80621.60009131687
1770,308726.92943441006
2143,137931.29272948788
1229,207617.16384378017
511,272188.08393771015
46,238312.37619141117
1348,163307.2996962248
2465,188267.55256623504
387,232215.99777487342
873,226868.0950029749
1918,110898.41629926812
2764,244156.4149828557
2184,111546.6556811348
934,135096.7360226679
1920,116405.59229795302
2631,145905.4702781042
1768,518981.73405578546
2040,103898.8178679822
1749,214571.17913403446
834,260238.01609679178
1457,234428.4972690487
79,119286.67150618714
2302,100376.99308616505
1817,140288.71244748632
2755,227728.95320755933
359,171327.06895581132
2059,104000.9926279421
2092,264347.12402790674
2516,216391.78216240066
150,98772.37842880511
1656,163377.33897638653
83,103084.56798751201
2411,181760.5605499705
795,72507.93605133136
2312,221109.67772722285
2917,99870.4204256192
1624,185691.5595113346
2215,265022.74287500157
1211,154782.27215428528
1485,163057.00588475802
1024,200460.44611055925
570,199295.06178096484
2874,141480.7714749633
700,156021.76082340901
2756,206803.49281914596
2022,171042.86145845102
583,230034.61836368305
2392,364901.7851559147
2424,188496.98558552412
212,119344.31417693602
736,115606.84812934262
1610,184723.32110075443
890,119797.18297238956
467,193323.851641442
578,227337.83824527415
1747,199230.51344103643
1149,171147.94804314995
2758,254226.4197873517
857,126857.86725409917
2219,252014.23277129454
733,96678.53404982625
2909,99731.65041691466
1798,245629.61140812983
235,148821.5888345829
2366,127267.66457829368
1027,127839.87128657682
1195,146631.70057532395
1303,30911.195280468703
148,187794.5489568448
608,165001.92876472563
2515,209139.33821821073
821,261072.84401387343
2500,297971.5353703356
745,93549.94144891138
741,122705.62271918938
1611,224572.96239780707
2532,125443.37088303806
1081,223612.7898138848
1692,416059.29007749417
2520,185485.18885195005
276,106029.76987254227
1992,126254.41148175392
663,26021.96021846871
418,109140.35923672628
1733,188179.41907826858
2359,151099.8144181187
253,182561.38602761785
1518,176255.57567669536
2035,149540.1900894686
2919,61034.250739241135
1540,209214.91775038026
2120,142888.49456297705
1674,170479.92008017274
256,134093.77757087376
2361,83604.8877486743
978,65753.96894258601
2280,148400.95675601263
2095,234993.47025957008
1709,337588.8936957446
2801,235313.6480130912
1246,114856.66693969378
2373,91768.59429959187
1055,306780.1905621752
2017,124471.03378297003
1099,296675.41740485333
1344,63356.79629491248
835,217463.62480404915
1117,219064.7757048
2043,84499.72607323341
2085,132810.92519144766
410,137002.6361851897
2650,95145.43848728418
2867,162985.26704535368
1668,108907.3274220377
1161,163708.1343288713
2122,191608.9630959801
2539,146015.0215478995
1047,130203.08583522608
1445,125953.56740651061
541,130427.46860369602
569,207940.41944184512
1276,131459.40959307202
918,137487.58203182803
326,160817.27191738144
1936,124026.469690384
895,101976.76213358688
257,142442.41175876392
1241,197122.84469133383
1545,106832.48388200586
1189,192426.22123147725
270,156650.94896005656
2066,226730.62568913423
693,112246.71125373697
1259,167199.69089153525
2916,145855.13388812885
2321,278417.93666755676
1977,98864.36832350037
1895,154793.77456635883
1240,164614.65544304677
85,155966.82574183174
1823,112320.40191391861
825,290702.92495583737
110,228762.3518999986
697,130695.74142632424
2297,99731.88056589694
1231,129786.8452285392
1355,128000.05897458285
968,345229.2454000937
584,216200.32574033758
1315,133869.6981556209
1606,117827.14159622721
206,107357.81542221489
1685,360519.7939191712
2016,122883.41443034266
869,213792.63893731407
2135,123571.67216295858
2346,195282.0481809074
2430,224307.36514515703
2198,82044.21064675497
2652,115204.38258679939
27,110604.55246666852
241,158366.47835364495
906,131602.61656680054
1506,119926.74035530869
2098,331326.6838548132
1435,217128.59186998443
2213,134305.6641834454
1274,140004.67211621918
743,8147.337097680895
1737,185814.4906078096
2797,271347.1803753643
2185,57366.18047655783
58,156524.55462625812
830,200702.67248868808
808,101211.34637554978
680,150940.30896558554
1153,115972.95964535885
1291,151817.84624714928
1818,141540.30155349214
2161,183607.70360803494
1883,115518.96604609686
350,347881.14675338083
2473,142224.8547843265
295,191115.0417135616
293,196226.13832300866
859,120419.89135804714
288,72688.40019588207
1578,134554.68198479497
102,201636.25326684126
2831,164636.59837894817
1030,155917.5856198992
2551,143655.09676431838
1286,149056.83318531085
958,316869.4074391732
776,117658.04101746646
72,234557.44019168054
2263,247990.04629875382
1866,152496.37929890296
2876,57840.3378253705
2146,249575.73931130796
103,181650.1542310992
1500,123461.78391107975
492,189920.60263183582
167,137665.8507350607
2597,111011.30153451483
2685,107110.18166688766
1035,155026.27639271383
1220,43636.72663796216
2602,156240.78856990184
2159,207646.06535149005
695,169072.6407645398
1109,284893.87853815407
640,219936.05322418432
1652,153702.10173462905
2090,222844.33781806822
1188,175259.56218406183
2345,227107.9987103447
1059,395680.2044058004
2751,230217.77216132468
128,209041.78048411055
1523,195025.02081583228
2925,195032.32760962896
2145,287510.4082394861
1121,206373.87115399743
566,251302.86616109242
565,260091.7231574158
1331,135657.10105819494
2928,107634.74849746104
156,134250.44847368912
797,144817.53561834223
327,82405.27094264973
2859,172405.66148554132
1453,104835.95699547448
1762,344511.17504096404
1868,199526.4575684163
1760,167815.90900267143
1113,238116.9372400344
1812,204749.18340423016
117,147150.75783357595
1142,212283.59693687156
2342,418993.8052519931
927,138917.43533443424
2478,172722.57175693268
655,63678.214815477826
2064,127845.97423534014
