Id,SalePrice
2658,152211.95894093998
2718,197585.28791743965
2414,204882.55376192444
1989,123869.98784670077
625,193028.95740893437
333,86627.507780227
1327,94634.6240555647
858,143220.06347880245
95,210252.2963434165
1568,157935.3892345638
2482,179851.22699998878
1364,116051.34831015387
2584,160506.85374657653
818,291566.9772028118
2673,152046.86286605732
2089,92486.11142654007
1297,174645.8762839851
790,119211.02154917887
2616,191139.22322425531
720,212667.5240649304
222,141728.33626340958
557,125021.2798371382
1148,229376.68841348082
2766,144564.71094401233
534,192366.79276306892
1452,96508.03440270264
630,142100.48060346005
2648,144487.52607052575
125,151537.4653650286
1904,31055.09862191041
1670,105227.37767144822
756,105718.34259590608
717,267558.3603446571
1032,155797.1461634148
852,236309.64165174193
1731,165834.89349374227
2639,113977.91882406629
2071,39712.10326678376
1267,105749.47343026576
1851,209423.48541325604
567,172490.90966471419
2439,217435.8655934601
1898,156710.3035669037
647,161533.6989326494
2256,249048.71596524608
979,95121.00852827306
1444,241061.66047270066
2485,105740.7888658561
157,111568.45755778637
88,116644.56455668338
2003,105777.45073862938
186,225779.03967806167
1425,266689.79664751526
2695,134417.70017242513
738,114337.41972133779
395,143009.61914077587
1353,174001.0379808842
1878,146815.24731738912
390,160458.43156773405
1456,248336.01827161963
1103,320123.9459221646
1387,126430.8534367109
2070,152891.02838403295
1199,158572.94640519086
2479,186573.66318888153
501,326619.74467387877
2362,70804.1001820373
1718,220407.0172579771
2188,64684.52215095551
1483,167502.44036637695
2557,81930.62979374707
437,311944.56194577477
2224,203130.409400116
1628,184943.1972338286
397,135317.70766187302
587,213027.8050319351
971,103484.41248869617
2611,139109.32053545763
1887,55132.79711771241
2399,349507.2523462225
2148,228578.99498263688
304,122275.69048652024
1997,143302.67971276678
2817,131663.43222135806
1431,180815.38010549167
427,371542.71425239515
263,108303.55838218483
598,189115.60465572838
2895,262101.51228448946
687,141847.85251286277
1822,124801.75427832041
2191,101375.34607029392
179,106888.34888851328
1009,219371.26479885454
2010,113890.27901244175
1991,154819.73419273196
1411,174866.69037079246
1721,251344.63616697973
1144,207243.40500464075
593,220653.6767127436
575,315516.4142386083
1249,194449.67171189247
1604,102060.18795062322
1064,418475.82228813745
1923,156045.93252044934
1988,91850.70106264378
2325,173597.9770642278
114,208076.16284636775
2700,201034.3576668874
217,152488.06897323322
343,200425.66576222377
386,243116.32780745393
2005,93139.8054923313
2908,109068.53388511241
1814,228651.91943638975
2446,451028.10251579323
208,165661.2118318872
1679,132619.57380914962
822,332874.01179252623
6,184769.69919322245
1781,392533.6317457357
2397,302895.99493697286
2340,282834.84274106694
1618,144918.5108640545
2843,170119.71542961104
1061,345558.3628568616
2786,96974.83357563792
1935,124168.07328707981
1341,121860.94971919298
521,274956.9989583094
2136,128257.96664542751
996,180577.80464066926
227,138924.76706379495
135,167877.24983945407
1167,166186.23894981795
294,251812.24054345448
1776,209777.7803169925
540,184430.03831380542
1717,220407.0172579771
2303,99667.09159057809
116,187622.2082850522
127,130095.21672680025
1371,124600.1866859385
1014,175386.66550869343
1507,57901.37322209231
702,168329.65006488637
750,168037.1388233404
261,138047.19503132155
1559,60560.84021465632
577,225649.150591878
2812,209051.3692811926
2080,163695.27234211547
1368,107307.5789762674
2376,106083.19068134742
659,118251.59858744714
1235,122522.73623814981
332,78676.0502241452
1917,131651.11097992887
2094,266223.53838791046
1460,294310.4667616698
1471,212853.72207398916
1509,105401.45607860733
